County,Organisation,Project Title,Amount Sought,Organisation Type ,Sport Type,Grant Category
Waterford,St Anne's Camogie and Ladies Gaelic Football Club,Sports equipment,"?1,101",Sports Club,Camogie,Local
Waterford,St Anne's Waterford Tennis Club,Saint-Anne's - Phase 1 Regional Tennis Centre.,"?150,000",Sports Club,Tennis,Local
Waterford,St Paul's Boxing Club,Interior changes to improve gym and new equipment,"?38,279",Sports Club,Boxing,Local
Waterford,St Saviours AFC,Refurbishment of clubhouse and ride-on mower,"?30,782",Sports Club,Soccer,Local
Waterford,St. Angela's school,Ursuline School Waterford Artificial Pitch,"?500,000",School (primary or second level),Hockey,Non-Local
Waterford,St. Josephs A.F.C. Football Club,Saints Inclusive Field of Dreams,"?200,000",Sports Club,Soccer,Local
Waterford,Stradbally AFC,Upgrading Field Facilities.,"?42,490",Sports Club,Soccer,Local
Waterford,Stradbally GAA Club,Pitch Development - Phase 4 -Astro + lighting,"?200,000",Sports Club,Gaelic Games,Local
Waterford,Swimworld Waterford (Leisure) Ltd,Waterford Equipment & Energy Efficiency Works,"?197,518",Sports Centre,Multi-sport,Local
Waterford,Tallow GAA Club,Tallow Gaa Club Field Development,"?200,000",Sports Club,Gaelic Games,Local
Waterford,Tramore AFC,Tramore AFC 2024 Development,"?195,454",Sports Club,Soccer,Local
Waterford,Tramore Water Centre Group Company Ltd,Changing Area: Access-Participation-Inclusion,"?200,000",Sports Centre,Multi-sport,Local
Waterford,Tycor Athletic Football Club,Pitch development,"?48,359",Sports Club,Soccer,Local
Waterford,Villa Football Club,LED Lights/Female Changing Rooms/Accessible Gym,"?186,644",Sports Club,Soccer,Local
Waterford,Waterford Boat Club,Waterford Boat Club Rowing Equipmnent Application,"?58,044",Sports Club,Rowing,Local
Waterford,WATERFORD CITY & COUNTY COUNCIL,2023 RSC Public toilets upgrade and main pitch sprinklers,"?148,607",Local Authority - Town Council - Borough Council,Multi-sport,Local
Waterford,Waterford City RFC,Upgrade of main pitch floodlighting to LED,"?30,000",Sports Club,Rugby,Local
Waterford,Waterford Crystal Football Club,Clubhouse Refurbishment,"?188,670",Sports Club,Soccer,Local
Waterford,Waterford Harbour Sailing Club,Replacement of safety boats.,"?58,537",Sports Club,Sailing,Local
Waterford,Waterford Harbour Sub Aqua Club,WHSAC Boat Engine and 2 boat trailers replacement,"?30,200",Sports Club,Diving/Snorkelling,Local
Waterford,Waterford LEDC Ltd,Essential Security Upgrades and Repairs,"?23,497",Sports Centre,Multi-sport,Local
Waterford,Waterford Riding Club,Dressage equipment,"?12,843",Sports Club,Equestrian Sports,Local
Waterford,Waterford Sports Partnership,WSP Disability Programme storage project,"?12,950",Local Sports Partnership,Multi-sport,Local
Waterford,Waterford Wildcats Basketball Club,WILDCATS S&C/RECOVERY EQUIP /youth playing GEAR,"?16,000",Sports Club,Basketball,Local
Waterford,Waterpark Rugby Football Club,Multi Use Astro Turf Resurface,"?200,000",Sports Club,Rugby,Local
Waterford,WWEC SCHOOLBOY & SCHOOLGIRL LEAGUE,WWEC Schoolboys & Schoolgirls Development Program,"?10,341",Sports Club,Soccer,Local
Waterford,WWGC CLG,New irrigation system with fencing,"?199,672",Sports Club,Golf,Local
Westmeath,9th Westmeath Milltownpass Scout Group,9th Milltownpass scout group equipment,"?56,000",Scout Group,Orienteering,Local
Westmeath,AC Celtic AFC,"Equipment - Lawnmower, Pitch Liner & Goalposts","?15,500",Sports Club,Soccer,Local
Westmeath,Athlone Athletics Club,Equipment Investment Plan for Athlone AC Juvenile,"?2,970",Sports Club,Athletics,Local
Westmeath,Athlone Basketball Club,Equipment & first aid for training & games 2023,"?8,943",Sports Club,Basketball,Local
Westmeath,Athlone Boat Club,Facilities Enhancement Project,"?188,905",Sports Club,Rowing,Local
Westmeath,Athlone GAA,Accessibility walkways and MUGA participation area,"?195,500",Sports Club,Gaelic Games,Local
Westmeath,Athlone Hockey Club,2023 AHC Hockey equipment,"?12,287",Sports Club,Hockey,Local
Westmeath,Athlone Institute of Technology,TUS Midland Athletic Track Surface&Cage Replace,"?415,519",Third level college,Multi-sport,Non-Local
Westmeath,Athlone Squash Club,Athlone Squash and Padel Facility,"?500,000",Sports Club,Squash,Non-Local
Westmeath,Athlone Tennis Club,ATC Regional Dome Centre Development Phase 1b,"?500,000",Sports Club,Tennis,Non-Local
Westmeath,Ballinahown FC,Purchase Dugouts & Non personal Training Equipment,"?14,158",Sports Club,Soccer,Local
Westmeath,Ballymore Gaelic Football Club,Ballymore GAA Club/Fr Daltons Hurling Club mower,"?39,554",Sports Club,Gaelic Games,Local
Westmeath,Ballynacargy GAA Club,Ballynacargy GAA Club,"?178,100",Sports Club,Gaelic Games,Local
Westmeath,Brownstown Community Centre,Upgrade facility to modernise operation.,"?50,000",Community Group,Multi-sport,Local
Westmeath,Brownstown Hurling Club,Upgrade Playing Facilities,"?188,216",Sports Club,Gaelic Games,Local
Westmeath,Bunbrosna GAA Club,Bunbrosna GAA & LGFA Upgrade of Facilities,"?155,000",Sports Club,Gaelic Games,Local
Westmeath,Castledaly GAA,Castledaly Plan 2023,"?48,000",Sports Club,Gaelic Games,Local
Westmeath,Castlepollard Hurling Club,Castlepollard GAA Park Works,"?136,874",Sports Club,Gaelic Games,Local
Westmeath,Castletown Geoghegan Camogie Club,Equipment shed and storage cages,"?10,402",Sports Club,Camogie,Local
Westmeath,Castletown Geoghegan Hurling Club,Disabled Access & pitch fencing,"?67,414",Sports Club,Gaelic Games,Local
Westmeath,Caulry GAA,"Gym equipment , spectator stand and ball stop","?101,406",Sports Club,Gaelic Games,Local
Westmeath,Coole Whitehall Community Games,Coole WHitehall Community Games,"?2,640",Community Group,Athletics,Local
Westmeath,Coralstown Kinnegad GAA,Facilities upgrade,"?200,000",Sports Club,Gaelic Games,Local
Westmeath,Cullion Hurling Club,Cullion Hurling Club Dressing Rooms and Facilities,"?200,000",Sports Club,Gaelic Games,Local
Westmeath,Delvin GAA,Upgrade Pitch Facilities,"?32,024",Sports Club,Gaelic Games,Local
Westmeath,Delvin Sports and Leisure Centre Ltd,Grass Mowing Equipment,"?25,660",Community Group,Multi-sport,Local
Westmeath,Drumraney Camogie Club,Equiptment and Goalposts,"?5,813",Sports Club,Camogie,Local
Westmeath,Garrycastle GAA club,Ball Practice Wall and erection of two dugouts.,"?75,000",Sports Club,Gaelic Games,Local
Westmeath,Gentex Football Club Est 1943,Diversity and Inclusiveness through football.,"?35,248",Sports Club,Soccer,Local
Westmeath,Goldsmith Girls Ladies Gaelic Football Club,Sports Equipment,"?13,216",Sports Club,Gaelic Games,Local
Westmeath,Horseleap / Streamstown community Association,Installation of Pitch Lights and Dug Outs,"?168,019",Community Group,Gaelic Games,Local
Westmeath,Kilbeggan Shamrocks GAA Club,Kilbeggan Shamrocks Facilities Upgrade,"?160,958",Sports Club,Gaelic Games,Local
Westmeath,Killucan GAA,"Upgrade Current Facilities, Pitch and fence","?200,000",Sports Club,Gaelic Games,Local
Westmeath,Killucan Ladies Football Club,"New Lawnmower, New Dugouts New Pitch Line Marker","?35,742",Sports Club,Ladies Gaelic Football,Local
Westmeath,Kinnegad Juniors AFC,Artificial pitch development KJAFC,"?200,000",Sports Club,Soccer,Local
Westmeath,Lough Lene Gaels GAA,Construction Of Astroturf Pitch,"?183,545",Sports Club,Gaelic Games,Local
Westmeath,Lough Ree Yacht Club,Add to and replace existing safety equipment,"?25,165",Sports Club,Sailing,Local
Westmeath,Maryland GAA Club,Main Pitch Development & Gym Equipment,"?138,000",Sports Club,Gaelic Games,Local
Westmeath,Midland Triathlon Club,Training & water safety equipment,"?3,794",Sports Club,Triathlon,Local
Westmeath,Midland Warriors RFC,Female Changing Rooms,"?65,000",Sports Club,Rugby,Local
Westmeath,Milltown GAA,Facilities Development Project 2023-2025,"?182,579",Sports Club,Gaelic Games,Local
Westmeath,MILLTOWNPASS COMMUNITY ACTION GROUP,"Upgrade, accessibility works on existing building","?99,750",Community Group,Multi-sport,Local
Westmeath,Milltownpass Gaelic Football Club,Milltownpass GAA Floodlights & Security Fencing,"?200,000",Sports Club,Gaelic Games,Local
Westmeath,Moate All Whites GAA Club,"Gym fitout, dugouts, storage unit & goalposts","?82,665",Sports Club,Gaelic Games,Local
Westmeath,Moate Golf Club,Sustainability project Moate Golf Club,"?127,584",Sports Club,Golf,Local
Westmeath,Moate Ladies LGFA,Sports Equipment and Storage Container,"?26,566",Sports Club,Gaelic Games,Local
Westmeath,Mullingar Athletic AFC,New Synthetic Grass Pitch and Floodlights,"?500,000",Sports Club,Soccer,Non-Local
Westmeath,Mullingar Canoe Polo Club,Canoe Polo,"?74,800",Sports Club,Canoeing / Kayaking,Local
Westmeath,Mullingar Cricket Club,Mullingar Cricket Club New Ground Development,"?194,986",Sports Club,Cricket,Local
Westmeath,Mullingar Gymnastics Club,Keeping teenage girls in gymnastics,"?28,104",Sports Club,Gymnastics,Local
Westmeath,Mullingar Handball Club,Mullingar Handball Ladies and Inclusion Project,"?174,677",Sports Club,Handball,Local
Westmeath,Mullingar Harriers Athletic Club,2023 - Phase 2 equipping hub facilities,"?110,000",Sports Club,Athletics,Non-Local
Westmeath,Mullingar RFC,"New Changing / Dressing Rooms, Showers and Toilets","?500,000",Sports Club,Rugby,Non-Local
Westmeath,Mullingar Sailing Club,Safety boat and sail training dinghies,"?28,876",Sports Club,Sailing,Local
Westmeath,Mullingar Shamrocks GAA Club,Reconstruction of Playing Pitch,"?200,000",Sports Club,Gaelic Games,Local
Westmeath,Mullingar Sub Aqua Club,Mullingar Sub Aqua Club - Boat & Trailer purchase,"?79,275",Sports Club,Diving/Snorkelling,Local
Westmeath,Mullingar Tennis & Badminton Club,Replacement of Tennis Court Surfaces (Courts 1-4),"?62,308",Sports Club,Multi-sport,Local
Westmeath,Mullingar Weightlifting Club,Olympic Weightlifting community Development.,"?41,255",Sports Club,Weightlifting,Local
Westmeath,Multyfarnham GAA Club,Provide Facilities One Club Model Multyfarnham GAA,"?190,000",Sports Club,Gaelic Games,Local
Westmeath,Olympic Boxing Club Mullingar,Sports Equipment for Olympic BC Mullingar,"?13,610",Sports Club,Boxing,Local
Westmeath,Raharney GAA,Raharney Hurling & Camogie Pitch Lighting (LED),"?180,000",Sports Club,Gaelic Games,Local
Westmeath,Raharney United Football Club,Increase female/disabled membership numbers,"?77,005",Sports Club,Soccer,Local
Westmeath,Ringtown GAA Hurling Club,Equipment & Walkway Project 2023,"?79,343",Sports Club,Gaelic Games,Local
Westmeath,Rochfortbridge Pitch and Putt club,Irrigation System,"?12,000",Sports Club,Pitch and Putt,Local
Westmeath,Rosemount GAA,Energy Efficient LED floodlighting of pitches,"?158,800",Sports Club,Gaelic Games,Local
Westmeath,Saint Patrick's Terrace Residents Association,Redevelopment of Pioneers Football Pitch,"?198,117",Community Group,Soccer,Local
Westmeath,Scoil na gCeithre M�istr�,Kayak le Cairde-Kayaking for all!,"?32,296",School (primary or second level),Gaelic Games,Local
Westmeath,Shandonagh GAA,Astro Pitch to Further Expand Facilities for All,"?157,182",Sports Club,Gaelic Games,Local
Westmeath,Southern Gaels Hurling Club,Astro Hurling & Camogie Proposal,"?31,000",Sports Club,Gaelic Games,Local
Westmeath,St Colmcilles Sports Park Company Ltd,Upgrade of Clubhouse & New Mower,"?41,057",Community Group,Multi-sport,Local
Westmeath,St Hugh's Clay Target Club,St Hughs Clay Target Club,"?24,115",Sports Club,Clay Pigeon Shooting,Local
Westmeath,St Lomans Mullingar GAA Club,Upgrade of Floodlighting,"?192,118",Sports Club,Gaelic Games,Local
Westmeath,St Malachys GAA Club,Provision of Pitchside Dugouts,"?5,698",Sports Club,Gaelic Games,Local
Westmeath,St Marys Scouts (Athlone),Purchase of camping gear (box trailer and tents),"?15,913",Youth Club,Orienteering,Local
Westmeath,"St Marys,Rochfortbridge",Energy-efficient LED lighting system for 2 Pitches,"?200,000",Sports Club,Gaelic Games,Local
Westmeath,St Oliver Plunketts Hurling Club,St. Oliver Plunketts Hurling Club GYM,"?200,000",Sports Club,Gaelic Games,Local
Westmeath,St. Pauls Gaelic Football Club [Clonmellon],Supply and install ball stop netting & goals,"?94,188",Sports Club,Gaelic Games,Local
Westmeath,Streamstown Tidy Village,"Mower for the Old Rail Amenity Area, Streamstown","?14,000",Community Group,Multi-sport,Local
Westmeath,Tang GAA Club,Tang GAA Facilities Improvement 2023,"?68,114",Sports Club,Gaelic Games,Local
Westmeath,Temple Villa A.F.C.,Full Size Astro Turf Pitch,"?200,000",Sports Club,Soccer,Local
Westmeath,The Downs GAA Club,Astro training area and robotic mower,"?200,000",Sports Club,Gaelic Games,Local
Westmeath,Tubberclair GAA,Tubberclair Gaa Pitch facilities upgrade,"?136,896",Sports Club,Gaelic Games,Local
Westmeath,TURIN HURLING CLUB,Hurling wall and Astro turf area.,"?200,000",Sports Club,Gaelic Games,Local
Westmeath,Tyrrellspass GAA club,"Juvenile Pitch, Fencing, Ball Catchers & Goals.","?200,000",Sports Club,Gaelic Games,Local
Westmeath,Westmeath Camogie,To adequately equip Westmeath camogie structure,"?63,700",Sports Club,Camogie,Local
Westmeath,Westmeath County Board GAA,Purchase of Robotic Lawnmower,"?38,425",Sports Club,Gaelic Games,Local
Westmeath,WESTMEATH COUNTY COUNCIL,Athlone RSC Swimming Pool Facility Improvements,"?500,000",Local Authority - Town Council - Borough Council,Multi-sport,Non-Local
Westmeath,Westmeath Minotaurs American football club,Westmeath Minotaurs 2023 Non-Personal Equipment,"?10,615",Sports Club,American Football,Local
Westmeath,Wings Rhythmic Gymnastics Club,Rhythmic Gymnastics in the Midlands Equipment Fund,"?21,239",Sports Club,Gymnastics,Local
Wexford,1st Wexford New Ross,Water Safety Support and Access to All,"?47,921",Scout Group,Rowing,Local
Wexford,Adamstown AFC,Pitch Maintenance Equipment,"?32,000",Sports Club,Soccer,Local
Wexford,Adamstown Athletic Club,Sports Equipment - Non Personal,"?9,657",Sports Club,Athletics,Local
Wexford,All Blacks AFC,led floodlighting and equipment,"?119,140",Sports Club,Soccer,Local
Wexford,Aspire Gymnastics Company Limited By Guarantee,Insulation & safety wall padding & equipment,"?56,676",Sports Club,Gymnastics,Local
Wexford,Ballyhogue GAA Club,Ballyhogue GAA Grounds Development Application,"?8,750",Sports Club,Gaelic Games,Local
Wexford,Ballyhogue National School,Upgrade and develop the grounds of Ballyhogue NS,"?146,525",School (primary or second level),Multi-sport,Local
Wexford,Ballymurn Celtic A.F.C,Ballymurn Celtic improvements and maintenance,"?50,913",Sports Club,Soccer,Local
Wexford,Ben Mulhall Memorial Park Association,Ben Mulhall Ball Stop Nets 2023,"?16,605",Sports Centre,Soccer,Local
Wexford,Blackwater fc,Blackwater FC sustainability and development,"?47,117",Sports Club,Soccer,Local
Wexford,Bridgetown Handball Club,"Provision of Dressing Rooms, Toilets & Showers","?46,300",Sports Club,Handball,Local
Wexford,BUFFERS ALLEY GAA CLUB,Multi-purpose Room & upgrade arena lighting to LED,"?54,016",Sports Club,Gaelic Games,Local
Wexford,Bunclody AFC,Floodlights,"?84,918",Sports Club,Soccer,Non-Local
Wexford,BUNCLODY PADDLE SPORTS CLUB,Bunclody Paddle Sports Club sports equipment,"?25,091",Sports Club,Canoeing / Kayaking,Local
Wexford,Caim Community Development Group,Caim Outdoor Gym Equipment & Walking/Jogging Track,"?69,442",Community Group,Multi-sport,Local
Wexford,Camolin Celtic,Camolin Celtic AFC seeking equipment and fencing,"?17,898",Sports Club,Soccer,Local
Wexford,Campile United AFC,Drainage of soccer pitches & floodlighting on one,"?171,000",Sports Club,Soccer,Local
Wexford,Clongeen GAA club,Multi-use games area - Development plan - Phase 3,"?200,000",Sports Club,Gaelic Games,Local
Wexford,Cloughbawn AFC,Gym Equipment and solar panels Cloughbawn AFC,"?65,000",Sports Club,Soccer,Local
Wexford,Cloughbawn GAA Club,"Astro Pitch Development, Ball Stops and Dugouts","?195,000",Sports Club,Gaelic Games,Local
Wexford,Coolcotts Gym Centre Ltd (Wexford Gymnastics),New Gymnastics Sprung Floor & Pit Pillow,"?62,419",Sports Club,Gymnastics,Local
Wexford,Corach Ramblers,"Training Equipment, Ball Stop Nets & Dugouts","?30,166",Sports Club,Soccer,Local
Wexford,County Wexford Community Workshop Enniscorthy Ltd,Upgrade LED Floodlighting & Pitch Divider Netting,"?114,456",Community Group,Multi-sport,Local
Wexford,Courtown Golf Club,Multi-Function Short Game Area,"?155,327",Sports Club,Golf,Local
Wexford,Courtown Hibernian Association Football Club,Construction of a Fitness Studio,"?89,058",Sports Club,Soccer,Local
Wexford,Craanford Community Field,Robotic Lawnmower,"?30,000",Community Group,Gaelic Games,Local
Wexford,Crossabeg AFC,Artificial Playing Surface Development,"?199,044",Sports Club,Soccer,Local
Wexford,Curracloe United Trust Co Ltd,Purchase of Tractormower and 4 sets of adult goals,"?44,895",Sports Club,Soccer,Local
Wexford,D.M.P Athletics Club,Multi-purpose indoor area Storage container,"?200,000",Sports Club,Athletics,Local
Wexford,Davidstown Courtnacuddy GAA club,D/C Sustainability 2024 and beyond,"?56,335",Sports Club,Gaelic Games,Local
Wexford,Dunbrody Archers,Equipment for training & hosting of competitions.,"?13,604",Sports Club,Archery,Local
Wexford,Duncannon FC,Duncannon FC and Community Ground Refurbishment,"?200,000",Sports Club,Soccer,Local
Wexford,Edmund Rice Schools Trust Limited,"Wexford CBS Gym equipment, Astroturf brush","?39,672",Diocesan Trust,Multi-sport,Local
Wexford,Enniscorthy Athletic Club,Enniscorthy Athletic Club Equipment,"?9,317",Sports Club,Athletics,Local
Wexford,Enniscorthy Boxing Academy,Boxing Euipment,"?8,904",Sports Club,Boxing,Local
